Anmeldedatum	JahrAkademisch	Art	Grad	Sprache	Titel	Abstract
30.11.18	2019	intern	Bachelor	DE	Untersuchung maschineller Lernverfahren für Frage-Antwort-Systeme	Frage-Antwort-Systeme sind eine spezialisierte Form von Information Retrieval-Systemen, deren Aufgabe es ist, in natürlicher Sprache gestellte Fragen zu beantworten. In dieser Arbeit wird aufgezeigt, wie diese Systeme aufgebaut sind, klassifiziert werden können und welche Ansätze für die Erstellung eines solchen Systems existieren. Insbesondere der Ansatz des maschinellen Lernens hat in den letzten Jahren deutlich an Bedeutung gewonnen, sodass diese Verfahren genauer untersucht wurden. Dafür wurden das Dynamic Memory Network und die Bidirectional Encoder Representations From Transformers analysiert und auf Basis dieser Modelle eigene Frage-Antwort-Systeme erstellt und evaluiert. Die untersuchte Implementierung des Dynamic Memory Networks erreichte in diesem Versuch lediglich eine Genauigkeit von etwa 45-55% Prozent bezüglich des bAbI-Datensatzes und erwies sich damit als nicht praktikabel. Das System mit Bidirectional Encoder Representations From Transformers hingegen erreicht SQuAD-Werte von bis zu 90%. Durch das multilinguale Modell ist dieses System auch in der Lage, die meisten deutschen Fragen zu beantworten. Aufgrund der Architektur und des Fine-Tunings anhand des SQuAD-Datensatzes funktioniert dieses Modell allerdings nur zuverlässig für Fließtexte und Fragen, deren Antworten sich im Text befinden.
01.12.18	2019	extern	Bachelor	DE	Analyse und Integration des iiRDS Standards zum Austausch intelligenter Informationen in der Technischen Dokumentation	Zur kontextbezogenen Verteilung von Informationen wird ein für Maschinen lesbarer Kontext benötigt. Für die Beantwortung der Frage wie ein solcher Kontext beschrieben und mit der zugehörigen Information verknüpft werden kann, gibt es verschiedene Lösungsansätze. Im Teilbereich "Content Delivery" aus der Technischen Dokumentation wurde zu diesem Zweck der intelligent information Request and Delivery Standard (iiRDS) konzipiert. In dieser Arbeit soll geklärt werden, wie der iiRDS in bereits bestehende Software aus dem Bereich "Content Delivery" integriert werden kann. Zunächst definiert der iiRDS ein Vokabular zur Kennzeichnung von Inhalten mit Metadaten. Außerdem wird im iiRDS ein Paketformat definiert, das es erlaubt Inhalte mit den zugehörigen Metadaten zusammen zu verteilen. Um die Verwendung des iiRDS evaluieren zu können, wurde der SCHEMA ContentDeliveryServer (CDS) um einen Import für iiRDS-Datensätze erweitert. Diese Erweiterung ermöglicht es die Daten aus dem Paketformat des iiRDS in das Format des CDS zu überführen und den resultierenden CDS-Datensatz hochzuladen. Anschließend wurden einige Testdatensätze importiert und das Ergebnis des Imports analysiert. So konnten im Test alle Metadaten aus den iiRDS-Datensätzen ohne Verlust in den CDS übertragen werden. Diese Übertragung erfolgt anhand einer vom Nutzer des CDS vorher festgelegten Zuordnung. Der iiRDS konnte dabei allen Anforderungen aus der Technischen Dokumentation gerecht werden.
01.12.18	2019	extern	Bachelor	DE	Design eines Benutzer-Lifecycle-Prozesses mit Microsoft Identity Manager für Verzeichnisdienste	In der IT-Infrastruktur des Unternehmens DATEV eG existieren mehrere, voneinander unabhängige Verzeichnisdienste. Diese stehen administrierten Ressourcen, wie beispielsweise Computern und Benutzern, als Identitäts- und Authentifizierungsdienst zur Verfügung. Die Ressourcen werden in Gruppen verwaltet. Um den manuellen Aufwand der Synchronisation der Verzeichnisdienste zu reduzieren sowie einen durchgängigen Ressourcen-Lebenszyklus zu gewähren, wird ein Prozess konzipiert, welcher eine automatisierte Übertragung von Ressourcen und Gruppen ermöglicht. Dieser Ablauf wird anhand des Benutzermanagements und einer prototypischen Umsetzung evaluiert. Die Verwaltung von Benutzerobjekten umfasst neben der Übertragung von Attributen auch die Anlage, Aktualisierung sowie Löschung oder Deaktivierung. Bei der prototypischen Implementierung wird das Tool Microsoft Identity Manager analysiert und bewertet.
03.12.18	2019	extern	Bachelor	DE	Implementierungsanalyse ausgewählter Augmented-Reality Smart Glasses (ARSG) mit anschließender Konzeption und Realisierung einer Anbindung zu bereits vorhandenen, individuellen Webanwendungen über einen REST-Service	Die vorliegende Bachelorarbeit beinhaltet die Implementierungsanalyse ausgewählter Augmented Reality Smart Glasses (ARSG) mit anschließender Konzeption und Realisierung einer Anbindung zu bereits vorhandenen, individuellen Webanwendungen über einen REST-Service. Bei dieser Arbeit wird die Automotive-Branche in den Fokus genommen. Dementsprechend werden Erklärungen und Beispiele innerhalb eines Produktionswerkes stattfinden. In diesen Stätten werden alle laufenden, wie auch fehlerhaften Prozesse auf wenigen Monitoren dargestellt. Um als Mitarbeiter den aktuellen Stand der Prozesse einsehen zu können, muss dieser in regelmäßigen, zeitlichen Abständen den momentanen Arbeitsplatz verlassen, um auf einen der Monitore blicken zu können. Der Einsatz von ARSG soll den Aufwand verringern und einen zeitlichen Vorteil verschaffen. Dies schafft eine Möglichkeit mobil und mit möglichst geringer Ablenkung die fehlerhaften Prozesse unverzüglich angezeigt zu bekommen. Dadurch können ohne Umwege Gegenmaßnahmen eingeleitet werden. Das Ergebnis der Bachelorarbeit wird mit ausgewählten Mitarbeitern der Produktionsstätte eines namhaften Automotive-Unternehmens getestet. Es wird anschließend eine Evaluation stattfinden.
03.12.18	2019	intern	Bachelor	DE	Beschreibung und strukturierte Darstellung aktueller Trends im Bereich Lernende Organisationen	Lernende Organisation beziehungsweise organisationales Lernen sind Teil der erweiterten verhaltenswissenschaftlichen Entscheidungstheorie, die zu den Organisationstheorien zählt. Organisationales Lernen beschäftigt sich damit, wie der Wissenserwerb in Unternehmen umgesetzt werden kann. Als Möglichkeiten hierfür kommen unter anderem das Change- und Wissensmanagement in Frage. Als unterstützende Lernmethoden können Storytelling und Gamification genutzt werden. Ein möglicher Lerngegenstand, der mit den genannten Lernmethoden vermittelt werden könnte, ist Corporate Social Responsibility (CSR), die derzeit kulturellen Wandel in den Unternehmen nötig macht. CSR ist deshalb ein zentrales Thema in Organisationen, weil für Verbraucher wie auch Mitarbeiter Nachhaltigkeit in sozialer, ökonomischer und ökologischer Form ein zentrales Anliegen bildet.
06.12.18	2019	intern	Bachelor	DE	Analyse und Auswertung von Stellenausschreibungen durch Methoden des maschinellen Lernens	Mit der Hochschul-Jobbörse stellen mittlerweile 15 Partnerhochschulen in Bayern eine Online-Plattform für Stellenanzeigen zur Verfügung, um Studierende, Absolventinnen, Absolventen sowie Alumni mit erster Berufserfahrung und Unternehmen für beide Seiten gewinnbringend zusammen zu führen. Das Archiv der Hochschuljobbörse, beinhaltet eine Sammlung der ausgeschriebenen Stellenanzeigen jeder teilnehmenden Hochschule, der letzten Jahre. Ziel dieser Bachelorarbeit ist es herauszufinden welche Informationen sich durch Anwendung von maschinellen Lernalgorithmen und regelbasierten Analyseverfahren aus den Stellenanzeigen der Hochschuljobbörse gewinnen lassen. Dafür wird zunächst durch statistische Analyse der Jobtitel geprüft, welche Berufsklassen in den Datensätzen vorkommen. Anschließend werden die Stellenausschreibungen durch überwachte Lernverfahren den jeweiligen Berufsklassen zugeteilt. Aus den klassifizierten Stellenanzeigen werden dann die Qualifikationsanforderungen extrahiert und zum Schluss in Kategorien eingeteilt. Das Ergebnis der durchgeführten Analyse der IT-Stellenanzeigen sind Kompetenzprofile der jeweiligen Berufsklassen, die eine Übersicht über die am häufigsten genannten Anforderungen in den untersuchten Stellenanzeigen geben.
11.12.18	2019	intern	Bachelor	DE	Benutzerschnittstelle zur Visualisierung von Gesichtserkennungsverfahren	Im Rahmen dieser Bachelorarbeit soll eine Benutzerschnittstelle zur Visualisierung von Gesichtserkennungsverfahren entwickelt werden. Diese soll beispielsweise in Lehrveranstaltungen zum Einsatz kommen, um die Funktionsweise der Verfahren zu veranschaulichen. Das zu entwickelnde Tool soll bereits trainierte künstliche neuronale Netze einbinden können. Es soll darüber hinaus möglich sein, Bilder von Gesichtern einzulesen, zu verwalten, mit Labeln (Namen bzw. Farben) zu versehen sowie den Abstand der Gesichter im Merkmalsraum zu visualisieren. Hierfür soll das Verfahren T-distributed Stochastic Neighbor Embedding (t-SNE) zum Einsatz kommen. Bei dem Verfahren werden hochdimensionale Daten in zwei- oder mehrdimensionalen Räumen abgebildet ohne dabei die Struktur der Daten zu verändern, was eine hohe Nachvollziehbarkeit für das menschliche Auge ermöglicht. Auf diese Weise kann man Ähnlichkeiten zwischen Gesichtern optisch demonstrieren. Innerhalb der Fakultät Informatik werden verschiedene Betriebssysteme eingesetzt, daher sollte die Anwendung möglichst plattformunabhängig sein.
13.12.18	2019	extern	Bachelor	DE	Extraktion, Aufbereitung und Darstellung immobilienwertrelevanter Informationen aus Baugenehmigungen. Teil 2: Konzeption und Entwicklung einer Applikation zur Visualisierung auf einer digitalen Karte	Das Ziel der Arbeit ist es, Personen, welche an Immobilien oder Grundstücken interessiert sind, eine Möglichkeit zu bieten, eventuelle - durch Umgestaltungen im Umfeld bedingte - Wertänderungen von Immobilien bzw. Grundstücken leichter zugänglich zu machen. Hierfür werden als Beispieldaten Amtsblätter von fünf ausgewählten Städten betrachtet und die darin befindlichen Baugenehmigungen genutzt. In einer parallel entstehenden Bachelorarbeit werden die Inhalte der Baugenehmigungen mithilfe von Text-Mining-Methoden aufbereitet und immobilienwertrelevante Informationen extrahiert. Diese immobilienwertrelevanten Informationen werden im Rahmen dieser Arbeit in einer für den Endbenutzer gut zugänglichen, strukturierten Form auf einer digitalen Karte visualisiert. Dafür wird zunächst ein Darstellungskonzept entworfen, mithilfe dessen der Prototyp entwickelt werden kann. Zur Qualitätssicherung und Planung der Weiterentwicklung wird neben internen Komponenten- und Integrationstests auch ein externer Benutzertest unter einer Zahl von Mitarbeitern der Immowelt AG durchgeführt.
21.12.18	2019	extern	Bachelor	DE	Optimale Lagerplatzvergabe: Generierung von endlichen Automaten zur Unterstützung der performanten Suche bei der Dematic GmbH	Die Suche nach dem optimalen Lagerplatz ist eine elementare Aufgabe bei der Ein- und Auslagerung von Gütern in einem Warenlager. Damit der Zugriff auf die Güter eines Lagers möglichst effizient ist, werden endliche Automaten verwendet. Im eigenentwickelten Lagerverwaltungssystem der Dematic GmbH werden die endlichen Automaten manuell erstellt. Ziel der Arbeit ist die Ablösung der bisherigen manuellen Vorgehensweise zur Erstellung von endlichen Automaten durch einen Algorithmus. Die Phasen zur Entwicklung der Anwendung umfassen die Analyse, Konzeption, Umsetzung und die anschließende Bewertung der Ergebnisse. Der Algorithmus für die Erstellung von endlichen Automaten wird sukzessiv in Form von Prototypen implementiert. Nach jedem Prototyp ergibt sich eine ablauffähige Anwendung, die einen Teil der Funktionalitäten wiederspiegeln. Im Rahmen der Konzeption werden für jeden der entworfenen Prototypen bestimmte Funktionen geplant. Die Phase Umsetzung umfasst die Implementierung des entsprechenden Programmcodes sowie die erforderliche Testaktivitäten. Nach jedem Prototyp werden die Ergebnisse des Algorithmus bewertet. Der in dieser Arbeit realisierte Generator kann verschiedene endliche Automaten mit unterschiedlich großen Ladeeinheiten erstellen.
15.01.19	2019	extern	Bachelor	DE	Konzeption und Implementierung einer Schnittstelle zur automatischen Erkennung von Fehlermustern und deren Bereinigung bei der Siemens AG	Diese Arbeit behandelt ein Innovationsprojekt zur Erstellung von MIMIR im Auftrag der Siemens AG. Das Ziel dieser Arbeit ist es, eine Schnittstelle von THOR zu Splunk herzustellen, die es Support Mitarbeitern und weiteren interessierten Nutzern erlaubt Suchpattern zu erstellen. Mit den Suchpattern sollen Support Mitarbeiter durch automatisierte Behebung bestimmter Fehler entlastet werden. Außerdem sollen für diese Suchpattern Analysen bereitge- stellt werden, die die Fehlerhäufigkeit pro Zeiteinheit zeigen. Um die Wünsche der Nutzer einzufangen, sind moderierte Interviews mit Key Usern aus verschiedenen Bereichen veranstaltet worden. In diesen Interviews konnten die Nutzer in einem gewissen, durch den Moderator gegebenen Rahmen, User Stories erstellen. Auf Basis dieser User Stories wurde eine Benutzerschnittstelle in Form einer Webanwendung, sowie Prozesse erstellt, die das Programm mit den gewünschten Funktionen ausstatten. Bei der Entwicklung der Schnittstelle zeigten sich Beschränkungen bei der Abfrage in Splunk. Dem wurde in großen Teilen durch Umstrukturierung der Architektur entgegengewirkt, jedoch war dies in einzelnen Punkten im zeitli- chen Rahmen nicht möglich, wodurch die Produktivstellung der Anwendung nicht erfolgt ist. Im Rahmen dieser Bachelorarbeit wurde ein solides Grundgerüst erstellt, das den Wünschen der Nutzer entspricht und nach Beseitigung der Beschränkun- gen in der Siemens AG verwendet werden kann.
